id,method,url,resourceType,firstParty,startedAt,outcome,status,statusText,durationMs,failure
35,POST,https://sauce-demo.myshopify.com/.well-known/shopify/monorail/unstable/produce_batch,ping,true,2026-09-25T10:55:24.324Z,ok,200,,114.6,
36,POST,https://sauce-demo.myshopify.com/.well-known/shopify/monorail/unstable/produce_batch,ping,true,2026-09-25T10:55:24.325Z,ok,200,,107.6,
37,GET,https://sauce-demo.myshopify.com/web-pixels@c8540278we853e1abpb62b2c4amde256306/web-pixel-shopify-app-pixel@0530/sandbox/worker.modern.js,script,true,2026-09-25T10:55:24.398Z,ok,200,,149.7,
38,POST,https://otlp-http-production.shopifysvc.com/v1/metrics,fetch,false,2026-09-25T10:55:24.401Z,ok,200,,,
39,GET,https://sauce-demo.myshopify.com/web-pixels@c8540278we853e1abpb62b2c4amde256306/custom/web-pixel-shopify-custom-pixel@0530/sandbox/modern/,document,true,2026-09-25T10:55:24.403Z,ok,200,,31,
40,POST,https://sauce-demo.myshopify.com/.well-known/shopify/monorail/unstable/produce_batch,ping,true,2026-09-25T10:55:24.429Z,ok,200,,113.8,
41,GET,https://sauce-demo.myshopify.com/cdn/shopifycloud/storefront/assets/storefront/webmcp-c6b62ece.js,script,true,2026-09-25T10:55:24.429Z,ok,200,,27.9,
42,GET,https://www.facebook.com/tr/?id=395560230629559&ev=PixelInitialized&dl=https%3A%2F%2Fsauce-demo.myshopify.com%2F&rl=&if=false&v=1.1.1&a=fbds_js&ts=1790333724426,image,false,2026-09-25T10:55:24.434Z,ok,200,,59.3,
43,GET,https://sauce-demo.myshopify.com/cdn/wpm/sc8540278we853e1abpb62b2c4amde256306m.js,script,true,2026-09-25T10:55:24.449Z,ok,200,,31,
44,GET,https://sauce-demo.myshopify.com/cdn/wpm/sc8540278we853e1abpb62b2c4amde256306m.js,other,true,2026-09-25T10:55:24.450Z,ok,200,,23.9,
45,GET,https://sauce-demo.myshopify.com/web-pixels/strict/app/web-pixel-shopify-app-pixel@0530.js,other,true,2026-09-25T10:55:24.503Z,ok,200,,36.8,
46,GET,https://sauce-demo.myshopify.com/cdn/shopifycloud/checkout-web/assets/c1/polyfills.QSVzdYsv.js,other,true,2026-09-25T10:55:24.519Z,ok,200,,35.1,
47,GET,https://s.adroll.com/j/roundtrip.js,script,false,2026-09-25T10:55:24.546Z,ok,200,OK,34.4,
48,POST,https://sauce-demo.myshopify.com/.well-known/shopify/monorail/unstable/produce_batch,ping,true,2026-09-25T10:55:24.570Z,ok,200,,133.8,
49,GET,https://sauce-demo.myshopify.com/cdn/shopifycloud/checkout-web/assets/c1/app.DVBC5YLc.js,other,true,2026-09-25T10:55:24.575Z,ok,200,,26,
50,POST,https://sauce-demo.myshopify.com/.well-known/shopify/monorail/unstable/produce_batch,ping,true,2026-09-25T10:55:24.634Z,ok,200,,149.1,
51,GET,https://s.adroll.com/j/pre/RLFWQFGQMZC2ZEMERYUQ34/GKTPKTIEIVDXDB73OLEF43/fpconsent.js,script,false,2026-09-25T10:55:24.642Z,ok,302,Moved Temporarily,11.1,
52,GET,https://s.adroll.com/j/pre/RLFWQFGQMZC2ZEMERYUQ34/GKTPKTIEIVDXDB73OLEF43/index.js,script,false,2026-09-25T10:55:24.642Z,ok,200,OK,20.4,
53,GET,https://s.adroll.com/j/pre/index.js,script,false,2026-09-25T10:55:24.652Z,ok,200,OK,17.5,
54,GET,https://sauce-demo.myshopify.com/cdn/shopifycloud/checkout-web/assets/c1/esnext-vendor.B9Da21W6.js,other,true,2026-09-25T10:55:24.668Z,ok,200,,44.7,
55,GET,https://sauce-demo.myshopify.com/cdn/shopifycloud/checkout-web/assets/c1/context-browser.DUmhw5lG.js,other,true,2026-09-25T10:55:24.729Z,ok,200,,40.6,
56,GET,https://d.adroll.com/consent/check/RLFWQFGQMZC2ZEMERYUQ34?pv=40668571983.3838&arrfrr=https%3A%2F%2Fsauce-demo.myshopify.com%2F&_s=1266bbd19f9ea4528bd71c677a121d24&_b=2,script,false,2026-09-25T10:55:24.863Z,pending,,,,
57,POST,https://otlp-http-production.shopifysvc.com/v1/metrics,ping,false,2026-09-25T10:55:24.866Z,pending,,,,
58,POST,https://otlp-http-production.shopifysvc.com/v1/logs,ping,false,2026-09-25T10:55:24.866Z,pending,,,,
