id,method,url,resourceType,firstParty,startedAt,outcome,status,statusText,durationMs,failure
1,GET,https://sauce-demo.myshopify.com/,document,true,2026-09-23T10:34:11.971Z,ok,200,,131.6,
2,GET,https://sauce-demo.myshopify.com/cdn/shopifycloud/storefront/assets/storefront/storefronts.moderate.specrules-eb468f32.json,other,true,2026-09-23T10:34:12.121Z,ok,200,,24.3,
3,GET,https://sauce-demo.myshopify.com/cdn/shop/t/2/assets/theme.scss.css?v=137440661423078363071656106300,stylesheet,true,2026-09-23T10:34:12.121Z,ok,200,,6.3,
4,GET,https://ajax.googleapis.com/ajax/libs/jquery/1.9.0/jquery.min.js,script,false,2026-09-23T10:34:12.125Z,ok,200,,19.1,
5,GET,https://sauce-demo.myshopify.com/cdn/shop/t/2/assets/jquery.fancybox.js?v=35668124874407433581394656067,script,true,2026-09-23T10:34:12.125Z,ok,200,,17.8,
6,GET,https://sauce-demo.myshopify.com/cdn/shop/t/2/assets/jquery.elevatezoom.js?v=35333893780288212601394656066,script,true,2026-09-23T10:34:12.125Z,ok,200,,18.1,
7,GET,https://sauce-demo.myshopify.com/cdn/shopifycloud/storefront/assets/themes_support/option_selection-b017cd28.js,script,true,2026-09-23T10:34:12.127Z,ok,200,,18.2,
8,GET,https://sauce-demo.myshopify.com/cdn/shop/t/2/assets/jquery.theme.js?v=42021284561027497791425319943,script,true,2026-09-23T10:34:12.127Z,ok,200,,18.5,
9,GET,https://sauce-demo.myshopify.com/checkouts/internal/preloads.js?locale=en-US,script,true,2026-09-23T10:34:12.128Z,ok,200,,118.5,
10,GET,https://sauce-demo.myshopify.com/cdn/shopifycloud/storefront/assets/storefront/load_feature-1bd60354.js,script,true,2026-09-23T10:34:12.128Z,ok,200,,94.6,
11,GET,https://cdn.shopify.com/shopifycloud/storefront/assets/storefront/origin_trials-318ab40a.js,script,false,2026-09-23T10:34:12.128Z,ok,200,,97,
12,GET,https://sauce-demo.myshopify.com/cdn/shopifycloud/perf-kit/shopify-perf-kit-3.9.4.min.js,script,true,2026-09-23T10:34:12.128Z,ok,200,,104.8,
13,GET,https://sauce-demo.myshopify.com/cdn/shop/t/2/assets/logo.png?v=75283676530009549261394657629,image,true,2026-09-23T10:34:12.128Z,ok,200,,29.4,
14,GET,https://sauce-demo.myshopify.com/cdn/shop/products/fleece_large.jpg?v=1394656989,image,true,2026-09-23T10:34:12.128Z,ok,200,,32.1,
15,GET,https://sauce-demo.myshopify.com/cdn/shop/products/jacket_large.jpg?v=1394657254,image,true,2026-09-23T10:34:12.128Z,ok,200,,77.8,
16,GET,https://sauce-demo.myshopify.com/cdn/shop/products/top-striped_large.jpg?v=1394657204,image,true,2026-09-23T10:34:12.128Z,ok,200,,79.7,
17,GET,https://sauce-demo.myshopify.com/cdn/shop/t/2/assets/cc-amex.png?v=85206210438157468371394656065,image,true,2026-09-23T10:34:12.128Z,ok,200,,104.6,
18,GET,https://sauce-demo.myshopify.com/cdn/shop/t/2/assets/cc-visa.png?v=60401960785579442311394656066,image,true,2026-09-23T10:34:12.128Z,ok,200,,115.7,
19,GET,https://sauce-demo.myshopify.com/cdn/shop/t/2/assets/cc-mastercard.png?v=163639441997642668931394656066,image,true,2026-09-23T10:34:12.128Z,ok,200,,105.1,
20,GET,https://cdn.shopify.com/storefront/standard-actions.js,script,false,2026-09-23T10:34:12.128Z,ok,200,,24.5,
21,GET,https://dk7vxmpleem9z.cloudfront.net/sgmnt.min.js,script,false,2026-09-23T10:34:12.182Z,failed,,,78,net::ERR_BLOCKED_BY_ORB
22,POST,https://sauce-demo.myshopify.com/.well-known/shopify/monorail/unstable/produce_batch,ping,true,2026-09-23T10:34:12.183Z,ok,200,,59.8,
23,GET,https://sauce-demo.myshopify.com/cdn/wpm/bc8540278we853e1abpb62b2c4amde256306m.js,script,true,2026-09-23T10:34:12.183Z,ok,200,,52.8,
24,POST,https://sauce-demo.myshopify.com/.well-known/shopify/monorail/unstable/produce_batch,ping,true,2026-09-23T10:34:12.183Z,ok,200,,89.5,
25,GET,https://sauce-demo.myshopify.com/cdn/s/trekkie.storefront.f1ba865b3fecd812ad617f74ac079261075e9edb.min.js,script,true,2026-09-23T10:34:12.183Z,ok,200,,40.6,
26,GET,https://sauce-demo.myshopify.com/cdn/shopifycloud/storefront/assets/shop_events_listener-4e26a9ce.js,script,true,2026-09-23T10:34:12.183Z,ok,200,,48.7,
27,GET,https://connect.facebook.net/en_US/fbds.js,script,false,2026-09-23T10:34:12.188Z,ok,200,,53.3,
28,GET,https://tag.marinsm.com/serve/55f0a404808337080a0001ab.js,script,false,2026-09-23T10:34:12.188Z,ok,301,,67.3,
29,GET,https://sauce-demo.myshopify.com/cdn/shop/t/2/assets/sprite.png?v=19773218180732711381394656067,image,true,2026-09-23T10:34:12.246Z,ok,200,,43.6,
30,GET,https://sauce-demo.myshopify.com/cdn/shop/t/2/assets/sprite.png?v=197732181807327113813946560675,image,true,2026-09-23T10:34:12.246Z,ok,200,,36.3,
31,GET,https://www.marinsoftware.com/,script,false,2026-09-23T10:34:12.260Z,failed,,,75,net::ERR_BLOCKED_BY_ORB
32,POST,https://sauce-demo.myshopify.com/api/collect,fetch,true,2026-09-23T10:34:12.300Z,failed,200,,182.5,net::ERR_ABORTED
33,POST,https://sauce-demo.myshopify.com/.well-known/shopify/monorail/unstable/produce_batch,ping,true,2026-09-23T10:34:12.353Z,ok,200,,58.8,
34,GET,https://sauce-demo.myshopify.com/web-pixels@c8540278we853e1abpb62b2c4amde256306/web-pixel-shopify-app-pixel@0530/sandbox/worker.modern.js,script,true,2026-09-23T10:34:12.434Z,ok,200,,123.3,
35,POST,https://otlp-http-production.shopifysvc.com/v1/metrics,fetch,false,2026-09-23T10:34:12.439Z,ok,200,,53.1,
36,GET,https://sauce-demo.myshopify.com/web-pixels@c8540278we853e1abpb62b2c4amde256306/custom/web-pixel-shopify-custom-pixel@0530/sandbox/modern/,document,true,2026-09-23T10:34:12.440Z,ok,200,,17.5,
37,POST,https://sauce-demo.myshopify.com/.well-known/shopify/monorail/unstable/produce_batch,ping,true,2026-09-23T10:34:12.472Z,ok,200,,56.8,
38,POST,https://sauce-demo.myshopify.com/.well-known/shopify/monorail/unstable/produce_batch,ping,true,2026-09-23T10:34:12.473Z,ok,200,,73.5,
39,POST,https://sauce-demo.myshopify.com/.well-known/shopify/monorail/unstable/produce_batch,ping,true,2026-09-23T10:34:12.473Z,ok,200,,50.6,
40,POST,https://sauce-demo.myshopify.com/.well-known/shopify/monorail/unstable/produce_batch,ping,true,2026-09-23T10:34:12.477Z,ok,200,,84.1,
41,GET,https://sauce-demo.myshopify.com/cdn/wpm/sc8540278we853e1abpb62b2c4amde256306m.js,script,true,2026-09-23T10:34:12.480Z,ok,200,,19.2,
42,GET,https://sauce-demo.myshopify.com/cdn/shopifycloud/storefront/assets/storefront/webmcp-1cd8a9f0.js,script,true,2026-09-23T10:34:12.491Z,ok,200,,21.8,
43,GET,https://www.facebook.com/tr/?id=395560230629559&ev=PixelInitialized&dl=https%3A%2F%2Fsauce-demo.myshopify.com%2F&rl=&if=false&v=1.1.1&a=fbds_js&ts=1790159652486,image,false,2026-09-23T10:34:12.491Z,ok,200,,34.6,
44,GET,https://sauce-demo.myshopify.com/cdn/wpm/sc8540278we853e1abpb62b2c4amde256306m.js,other,true,2026-09-23T10:34:12.491Z,ok,200,,11.1,
45,GET,https://sauce-demo.myshopify.com/web-pixels/strict/app/web-pixel-shopify-app-pixel@0530.js,other,true,2026-09-23T10:34:12.531Z,ok,200,,22.6,
46,GET,https://sauce-demo.myshopify.com/cdn/shopifycloud/checkout-web/assets/c1/polyfills.QSVzdYsv.js,other,true,2026-09-23T10:34:12.568Z,ok,200,,21.1,
47,GET,https://s.adroll.com/j/roundtrip.js,script,false,2026-09-23T10:34:12.600Z,pending,,,,
48,GET,https://sauce-demo.myshopify.com/cdn/shopifycloud/checkout-web/assets/c1/app.DxUUMcAn.js,other,true,2026-09-23T10:34:12.603Z,ok,200,,19.7,
49,POST,https://sauce-demo.myshopify.com/.well-known/shopify/monorail/unstable/produce_batch,ping,true,2026-09-23T10:34:12.616Z,ok,200,,46.9,
50,GET,https://sauce-demo.myshopify.com/cdn/shopifycloud/checkout-web/assets/c1/esnext-vendor.RnR2qbAw.js,other,true,2026-09-23T10:34:12.639Z,ok,200,,24.3,
51,GET,https://sauce-demo.myshopify.com/cdn/shopifycloud/checkout-web/assets/c1/context-browser.Ckq1Vt7D.js,other,true,2026-09-23T10:34:12.668Z,ok,200,,29.7,
52,GET,https://sauce-demo.myshopify.com/cdn/shopifycloud/checkout-web/assets/c1/is-address-empty.CjXB8COo.js,other,true,2026-09-23T10:34:12.733Z,ok,200,,,
